20150066|2|2|M.Hoffman|4
20150066|3|1|K.Turris|4
20150066|3|2|M.Stone|6
20150066|4|1|M.Ribeiro|2
20150066|4|2|M.Ekholm|1
20150066|5|1|R.Josi|3
20150066|5|2|S.Weber|2
20150066|6|1|E.Karlsson|8
20150066|6|2|P.Wiercioch|2
20150067|1|1|T.Ennis|1
20150067|3|1|T.Johnson|4
20150067|3|2|O.Palat|1
20150068|1|1|J.Huberdeau|2
20150068|1|2|J.Jagr|3
20150068|2|1|R.Smith|2
20150068|2|2|A.Petrovic|1
20150068|3|1|P.Sharp|1
20150068|4|1|T.Seguin|4
20150068|4|2|J.Spezza|3
20150068|5|1|J.Klingberg|3
20150068|5|2|J.Benn|3
20150068|6|1|P.Sharp|2
20150068|6|2|T.Seguin|5
20150069|2|1|S.Plotnikov|1
20150069|2|2|R.Scuderi|1
20150069|3|1|J.Gardiner|1
20150069|3|2|N.Kadri|2
20150070|1|1|N.Backstrom|1
20150070|4|1|N.Backstrom|2
20150070|4|2|T.Oshie|2
20150071|1|1|J.Braun|1
20150071|1|2|J.Thornton|2
20150071|2|1|R.Strome|2
20150071|2|2|J.Tavares|4
20150071|3|1|J.Thornton|3
20150071|3|2|J.Braun|2
20150071|4|1|R.Strome|3
20150071|4|2|J.Tavares|5
20150071|5|1|M.Nieto|2
20150071|5|2|A.Stalock|1
20150071|6|1|F.Nielsen|2
20150071|6|2|K.Okposo|3
20150071|7|1|J.Bailey|1
20150071|8|1|M.Grabovski|3
20150071|8|2|N.Kulemin|2
20150071|9|1|K.Okposo|4
20150071|9|2|C.de|
20150072|1|1|A.Panarin|4
20150072|2|1|T.Daley|1
20150072|2|2|M.Hossa|3
20150072|4|1|D.Savard|2
20150072|5|1|A.Panarin|5
20150072|5|2|J.Toews|3
20150073|1|1|E.Gryba|1
20150073|1|2|T.Hall|1
20150073|2|1|D.Wideman|4
20150073|2|2|M.Ferland|1
20150073|3|1|N.Yakupov|2
20150073|4|1|O.Klefbom|1
20150073|4|2|M.Hendricks|1
20150073|5|1|B.Pouliot|2
20150073|5|2|C.McDavid|1
20150073|6|1|D.Wideman|5
20150073|7|1|T.Hall|2
20150073|7|2|A.Sekera|2
20150074|2|1|D.Krejci|4
20150074|2|2|T.Krug|5
20150074|3|1|T.Krug|6
20150074|3|2|L.Eriksson|1
20150074|4|1|T.Cross|1
20150074|4|2|P.Bergeron|2
20150074|5|1|S.Doan|2
20150074|5|2|M.Stone|1
20150074|6|1|S.Doan|3
20150074|6|2|O.Ekman-Larsson|1
20150074|7|1|R.Spooner|2
20150074|7|2|D.Krejci|5
20150074|8|1|Z.Chara|3
20150074|8|2|K.Miller|2
20150075|1|1|O.Lindberg|1
20150075|2|1|M.Cammalleri|3
20150075|2|2|D.Severson|2
20150075|3|1|A.Henrique|1
20150075|3|2|A.Greene|2
20150076|1|1|D.Jaskin|1
20150076|1|2|J.Lehtera|4
20150076|2|1|B.Wheeler|5
20150076|2|2|B.Little|2
20150076|3|1|D.Jaskin|2
20150076|3|2|J.Edmundson|1
20150076|4|1|N.Ehlers|3
20150076|4|2|M.Scheifele|1
20150076|5|1|S.Gomez|1
20150076|5|2|C.Gunnarsson|3
20150076|6|1|C.Parayko|1
20150076|6|2|D.Backes|2
20150077|1|1|R.Getzlaf|1
20150077|1|2|C.Hagelin|1
20150077|2|1|M.Koivu|2
20150077|3|1|H.Lindholm|1
20150077|3|2|C.Perry|1
20150077|4|1|S.Horcoff|1
20150077|4|2|P.Maroon|1
20150078|1|1|C.McDavid|2
20150078|1|2|M.Letestu|1
20150078|2|1|S.Baertschi|2
20150078|2|2|D.Hamhuis|2
20150078|3|1|A.Sekera|3
20150079|1|1|D.Brown|2
20150079|1|2|B.McNabb|1
20150079|2|1|C.Soderberg|4
20150079|2|2|J.Iginla|1
20150080|1|1|D.Brassard|2
20150080|1|2|J.Fast|1
20150080|2|1|R.Nash|2
20150080|2|2|D.Boyle|2
20150080|3|1|C.Kreider|3
20150080|3|2|K.Yandle|4
20150080|4|1|M.Staal|1
20150081|1|1|J.Josefson|2
20150081|1|2|A.Larsson|1
20150081|2|1|M.Domi|4
20150081|2|2|M.Hanzal|8
20150081|3|1|T.Zajac|1
20150081|4|1|O.Ekman-Larsson|2
20150081|4|2|M.Stone|2
20150081|5|1|T.Zajac|2
20150081|5|2|L.Stempniak|3
20150082|1|1|J.Benn|4
20150082|1|2|J.Klingberg|4
20150082|2|1|T.Seguin|6
20150082|2|2|A.Goligoski|3
20150082|3|1|Wayne Simmonds|3
20150082|3|2|Matt Read|1
20150083|1|1|E.Malkin|2
20150083|1|2|K.Letang|2
20150083|2|1|R.Scuderi|2
20150083|2|2|S.Crosby|1
20150083|3|1|C.Brickley|1
20150083|3|2|E.Gudbranson|2
20150083|4|1|C.Brickley|2
20150083|4|2|Q.Howden|1
20150083|5|1|K.Letang|3
20150083|5|2|S.Crosby|2
20150084|1|1|M.Zidlicky|2
20150084|1|2|T.Hamonic|2
20150084|3|1|B.Nelson|3
20150084|4|1|M.Martin|1
20150084|4|2|A.Lee|3
20150085|1|1|T.Plekanec|1
20150085|1|2|B.Gallagher|5
20150085|2|1|A.Galchenyuk|5
20150085|2|2|L.Eller|1
20150085|3|1|P.Subban|5
20150085|3|2|D.Smith-Pelly|1
20150086|1|1|S.Weber|3
20150086|1|2|J.Neal|2
20150086|2|1|V.Hedman|5
20150086|2|2|V.Filppula|3
20150086|3|1|O.Palat|2
20150086|3|2|B.Coburn|2
20150086|4|1|M.Ribeiro|3
20150086|4|2|C.Wilson|2
20150086|5|1|V.Hedman|6
20150086|5|2|A.Stralman|5
20150086|6|1|F.Forsberg|3
20150086|6|2|M.Fisher|1
20150086|7|1|B.Boyle|2
20150086|8|1|F.Forsberg|4
20150087|1|1|J.Gaudreau|5
20150087|2|1|E.Kuznetsov|3
20150087|3|1|B.Orpik|1
20150087|3|2|E.Kuznetsov|4
20150087|4|1|J.Williams|3
20150087|4|2|J.Carlson|4
20150087|5|1|E.Kuznetsov|5
20150087|5|2|A.Ovechkin|2
20150087|6|1|M.Frolik|4
20150087|6|2|J.Gaudreau|6
20150087|7|1|J.Beagle|1
20150087|7|2|T.Wilson|2
20150087|8|1|J.Williams|4
20150087|8|2|M.Niskanen|2
20150088|1|1|R.Polak|1
20150088|1|2|M.Grabner|2
20150089|1|1|C.VanDevelde|1
20150089|1|2|Ryan White|1
20150089|2|1|P.Bergeron|3
20150089|2|2|B.Marchand|1
20150089|3|1|Scott Laughton|2
20150089|3|2|L.Schenn|1
20150089|4|1|L.Eriksson|2
20150089|4|2|D.Krejci|6
20150089|5|1|L.Eriksson|3
20150089|5|2|Z.Chara|4
20150089|6|1|D.Krejci|7
20150089|7|1|Jakub Voracek|2
20150089|7|2|Mark Streit|1
20150089|8|1|R.Umberger|3
20150089|8|2|Mark Streit|2
20150089|9|1|Mark Streit|3
20150089|9|2|Jakub Voracek|3
20150090|1|1|N.Yakupov|3
20150090|1|2|J.Schultz|1
20150090|2|1|B.Pouliot|3
20150090|2|2|N.Yakupov|4
20150090|3|1|L.Korpikoski|1
20150090|3|2|M.Fayne|1
20150090|4|1|G.Nyquist|2
20150090|4|2|R.Sheahan|1
20150091|1|1|R.Murphy|2
20150092|1|1|M.Domi|5
20150092|1|2|M.Hanzal|9
20150092|2|1|M.Zuccarello|1
20150092|2|2|M.Staal|2
20150092|3|1|J.Miller|5
20150092|4|1|M.Zuccarello|2
20150092|4|2|D.Stepan|2
20150093|1|1|J.Demers|3
20150093|1|2|V.Fiddler|1
20150093|2|1|P.Sharp|3
20150093|5|1|V.Nichushkin|1
20150093|5|2|J.Klingberg|5
20150094|1|1|K.Palmieri|2
20150094|1|2|M.Cammalleri|4
20150094|3|1|A.Henrique|2
20150094|3|2|J.Josefson|3
20150094|4|1|C.Neil|1
20150094|4|2|S.Prince|1
20150094|5|1|C.Lazar|1
20150094|5|2|M.Zibanejad|5
20150094|6|1|S.Prince|2
20150094|6|2|J.Cowen|2
